24:6,60,11,SUPPORT,negative,"Zwróciłem komputer do HP, a oni zatrzymali go na 3 miesiące."
24:7,151,26,SUPPORT,negative,"Kiedy otrzymałem komputer z powrotem i zdałem sobie sprawę, że nadal nie jest poprawny, HP powiedziało mi, że jest po gwarancji i teraz to mój problem."
24:8,76,11,LAPTOP#GENERAL,negative,"Można więc sobie wyobrazić, jak bardzo jestem niezadowolony z tego produktu."
24:9,82,14,LAPTOP#QUALITY,negative,"Obecnie, gdy używam laptopa, nie mogę go posadzić na kolanach, bo poparzy mi nogi."
24:11,35,6,SUPPORT,negative,"Cóż, nie przejmują się tym zbytnio."
24:12,87,17,SUPPORT,negative,Ale w tym samym czasie oni (firma) nie chcieli i nie mogli nic zrobić z moim problemem.
24:13,78,11,LAPTOP#GENERAL,negative,"Powiedziałbym, że jeśli chcesz kupić jedną z tych maszyn, zachowaj ostrożność."
24:14,51,7,COMPANY,negative,"Jeśli zamierzasz współpracować z HP, bądź ostrożny."
24:15,33,7,COMPANY,negative,W moim domu HP to paskudne słowo.
178:0,78,12,LAPTOP#GENERAL,positive,"Notebook PC, Toshiba Qosmio to najlepszy prezent, jaki mógł mi sprawić ojciec."
178:1,69,15,LAPTOP#QUALITY,positive,Dał mi ten komputer jakieś 3 lata temu i do tej pory wciąż go używam.
178:2,13,2,LAPTOP#QUALITY,positive,Nadal działa.
178:3,53,9,LAPTOP#QUALITY,positive,Jest w najlepszym stanie i ma naprawdę wysoką jakość.
178:4,45,8,LAPTOP#GENERAL,positive,"Jest to coś, co z pewnością poleciłbym komuś."
178:5,51,8,LAPTOP#GENERAL,positive,Nie pożałujesz zakupu tak wspaniałej rzeczy jak ta!
178:6,26,4,LAPTOP#GENERAL,positive,Lepszego nie można dostać.
348:0,81,11,LAPTOP#GENERAL,positive,"W przypadku tego komputera wszystko jest w porządku: szybkość, pojemność, budowa."
348:0,81,11,LAPTOP#OPERATION_PERFORMANCE,positive,"W przypadku tego komputera wszystko jest w porządku: szybkość, pojemność, budowa."
348:0,81,11,HARD_DISC,positive,"W przypadku tego komputera wszystko jest w porządku: szybkość, pojemność, budowa."
348:0,81,11,LAPTOP#QUALITY,positive,"W przypadku tego komputera wszystko jest w porządku: szybkość, pojemność, budowa."
348:1,143,20,DISPLAY,negative,"Jedyną rzeczą, której nie rozumiem, jest to, że rozdzielczość ekranu nie jest wystarczająco wysoka dla niektórych stron, takich jak Yahoo!Mail."
347:0,53,9,LAPTOP#PRICE,positive,Kupiłem go za naprawdę niską cenę i jest rewelacyjny.
347:0,53,9,LAPTOP#GENERAL,positive,Kupiłem go za naprawdę niską cenę i jest rewelacyjny.
347:2,41,6,LAPTOP#MISCELLANEOUS,positive,Polecam ludziom jako ich pierwszy laptop.
339:0,53,9,LAPTOP#OPERATION_PERFORMANCE,positive,"Zwykły i prosty, działa świetnie i szybko się ładuje."
339:1,96,13,LAPTOP#PORTABILITY,positive,"Łatwy do przenoszenia, można go wszędzie zabrać, podłączyć do drukarek i zestawów słuchawkowych."
339:1,96,13,LAPTOP#CONNECTIVITY,positive,"Łatwy do przenoszenia, można go wszędzie zabrać, podłączyć do drukarek i zestawów słuchawkowych."
240:0,60,10,LAPTOP#GENERAL,positive,"Świetny produkt, bardzo łatwy w użyciu i ze świetną grafiką."
240:0,60,10,LAPTOP#USABILITY,positive,"Świetny produkt, bardzo łatwy w użyciu i ze świetną grafiką."
240:0,60,10,GRAPHICS,positive,"Świetny produkt, bardzo łatwy w użyciu i ze świetną grafiką."
240:1,52,8,KEYBOARD,negative,"Jedna wada, szkoda, że klawisze nie są podświetlane."
240:2,81,13,LAPTOP#GENERAL,positive,"Cieszę się, że kupiłem ten laptop, był wart tych kilku (100) dodatkowych dolarów."
240:2,81,13,LAPTOP#PRICE,neutral,"Cieszę się, że kupiłem ten laptop, był wart tych kilku (100) dodatkowych dolarów."
243:0,82,12,LAPTOP#DESIGN_FEATURES,positive,"Ma większość funkcji i moc, które chciałem, aby zastąpił mój komputer stacjonarny."
243:0,82,12,LAPTOP#OPERATION_PERFORMANCE,positive,"Ma większość funkcji i moc, które chciałem, aby zastąpił mój komputer stacjonarny."
243:1,154,24,LAPTOP#DESIGN_FEATURES,neutral,"Nie przejmowałem się tak bardzo poręcznością (to bardzo duży laptop), ale nie jest trudny do przenoszenia i zabrania w podróż, co było miłym zaskoczeniem."
243:1,154,24,LAPTOP#PORTABILITY,positive,"Nie przejmowałem się tak bardzo poręcznością (to bardzo duży laptop), ale nie jest trudny do przenoszenia i zabrania w podróż, co było miłym zaskoczeniem."
243:2,43,6,LAPTOP#GENERAL,positive,Jestem bardzo zadowolony z tego urządzenia!
285:0,43,6,LAPTOP#DESIGN_FEATURES,positive,"Podoba mi się rozmiar, klawiatura, funkcje."
285:0,43,6,KEYBOARD,positive,"Podoba mi się rozmiar, klawiatura, funkcje."
285:0,43,6,LAPTOP#OPERATION_PERFORMANCE,positive,"Podoba mi się rozmiar, klawiatura, funkcje."
285:1,35,6,LAPTOP#GENERAL,positive,Naprawdę nie mam nic do zarzucenia.
285:2,50,10,LAPTOP#USABILITY,positive,"Jest łatwy w użyciu, ma dobrą jakość i dobrą cenę."
285:2,50,10,LAPTOP#QUALITY,positive,"Jest łatwy w użyciu, ma dobrą jakość i dobrą cenę."
285:2,50,10,LAPTOP#PRICE,positive,"Jest łatwy w użyciu, ma dobrą jakość i dobrą cenę."
285:3,17,2,LAPTOP#GENERAL,positive,Doskonała trójca!
285:4,20,3,LAPTOP#GENERAL,positive,Polecam ten produkt.
212:0,161,25,SOFTWARE,negative,"Sprzedawca namówił nas na ten komputer, a nie na inny, który oglądaliśmy, i mieliśmy same problemy z oprogramowaniem, z którego po prostu nie byliśmy zadowoleni."
212:0,161,25,LAPTOP#GENERAL,negative,"Sprzedawca namówił nas na ten komputer, a nie na inny, który oglądaliśmy, i mieliśmy same problemy z oprogramowaniem, z którego po prostu nie byliśmy zadowoleni."
93:0,96,17,SUPPORT,neutral,"To mój pierwszy Dell, słyszałem, że ich obsługa klienta jest słaba i że pracują nad jej poprawą!"
93:2,63,12,OPTICAL_DRIVES,negative,Nagrywarka DVD zepsuła się po nagraniu 3 płyt DVD w tym czasie!
93:3,183,31,SUPPORT,negative,"Przysłali mi część zamienną i nie informując mnie o tym, żądają, abym zwrócił go w ciągu 15 dni lub skontaktował się z nimi i poinformował, że zepsuta część zostanie zwrócona później."
93:5,87,14,SUPPORT,negative,"Jeśli to jest poprawa w obsłudze klienta, to nie chciałbym widzieć, jak było wcześniej!"
93:6,90,15,SUPPORT,negative,"Rozmawiałem z 4 różnymi osobami i powiedziano mi, że muszą mnie przenieść do piątej osoby!"
93:7,81,13,SUPPORT,negative,"Nie muszę dodawać, że powiedziałem im ""nie"", życzę miłego dnia i rozłączyłem się!"
93:8,84,12,LAPTOP#GENERAL,negative,"Mogę zagwarantować, że będzie to ostatni zakup firmy Dell, jaki kiedykolwiek zrobię!"
93:8,84,12,COMPANY,negative,"Mogę zagwarantować, że będzie to ostatni zakup firmy Dell, jaki kiedykolwiek zrobię!"
93:9,109,20,LAPTOP#QUALITY,negative,"Złamanie w ciągu 1 roku od zakupu i rozmowy z 4 + osób, aby zgłosić uszkodzoną część zostanie zwrócona późno!"
93:9,109,20,SUPPORT,negative,"Złamanie w ciągu 1 roku od zakupu i rozmowy z 4 + osób, aby zgłosić uszkodzoną część zostanie zwrócona późno!"
93:10,43,7,COMPANY,negative,Nie polecam tej firmy ani jej produktów!!!!
252:0,34,6,LAPTOP#GENERAL,positive,Jak dotąd jest to świetny produkt.
252:1,24,4,LAPTOP#PRICE,negative,Jednak cena jest wysoka.
252:2,40,7,LAPTOP#USABILITY,neutral,"Nadal staram się nauczyć, jak go używać."
19:0,64,8,LAPTOP#GENERAL,negative,"jest to najgorszy komputer, jaki kiedykolwiek wyprodukował dell."
19:1,56,9,LAPTOP#QUALITY,negative,trudno jest go naprawić i posiadanie go jest kłopotliwe.
19:1,56,9,LAPTOP#GENERAL,negative,trudno jest go naprawić i posiadanie go jest kłopotliwe.
19:2,16,3,LAPTOP#QUALITY,negative,łatwo się psuje.
19:3,40,6,GRAPHICS,positive,jedyną dobrą rzeczą jest jakość grafiki.
165:0,51,9,LAPTOP#DESIGN_FEATURES,positive,Nowy MacBook ma tak wiele wspaniałych cech i zalet!
165:0,51,9,LAPTOP#GENERAL,positive,Nowy MacBook ma tak wiele wspaniałych cech i zalet!
165:2,15,3,LAPTOP#QUALITY,positive,Nie ma wirusów!
165:3,120,18,LAPTOP#OPERATION_PERFORMANCE,positive,"Ten laptop jest szybki i dosłownie nauczysz się wszystkiego, co możesz zrobić z tym dynamem, oglądając samouczki online."
165:3,120,18,LAPTOP#USABILITY,positive,"Ten laptop jest szybki i dosłownie nauczysz się wszystkiego, co możesz zrobić z tym dynamem, oglądając samouczki online."
165:4,33,5,COMPANY,positive,Jestem lojalny wobec firmy Apple.
165:8,25,3,LAPTOP#GENERAL,positive,Jestem bardzo szczęśliwa!
111:0,42,7,HARD_DISC,negative,Ciągle trzeba wymieniać w nim dysk twardy!
111:1,37,6,SUPPORT,negative,Firma Acer nie chce wymienić laptopa.
111:2,59,6,WARRANTY,negative,Gwarancja producenta obejmuje tylko wymianę/naprawę części.
111:3,19,4,LAPTOP#QUALITY,negative,Ten sprzęt to lipa.
292:0,64,10,LAPTOP#GENERAL,positive,"Ten MacBook to znakomity produkt, a przy tym bardzo wartościowy."
292:1,140,26,LAPTOP#USABILITY,positive,"Łatwość użycia i najlepsza obsługa ze strony Apple - czy to w postaci pomocy telefonicznej, czy też wizyty w Genius Bar - są nie do pobicia."
292:1,140,26,SUPPORT,positive,"Łatwość użycia i najlepsza obsługa ze strony Apple - czy to w postaci pomocy telefonicznej, czy też wizyty w Genius Bar - są nie do pobicia."
292:2,144,20,BATTERY,positive,"Wystarczy powiedzieć, że mój MacBook Pro zapewnia mi ciągłość pracy dzięki długiemu czasowi pracy na baterii i niesamowitej szybkości działania."
292:2,144,20,LAPTOP#OPERATION_PERFORMANCE,positive,"Wystarczy powiedzieć, że mój MacBook Pro zapewnia mi ciągłość pracy dzięki długiemu czasowi pracy na baterii i niesamowitej szybkości działania."
292:3,47,7,LAPTOP#QUALITY,neutral,"Trochę się nagrzewa, ale to nieistotny problem."
359:2,61,11,LAPTOP#GENERAL,negative,"Od dnia, w którym wyjęłam go z pudełka, miałam same problemy!"
359:2,61,11,LAPTOP#QUALITY,negative,"Od dnia, w którym wyjęłam go z pudełka, miałam same problemy!"
359:3,91,9,SOFTWARE,negative,Mój pierwszy problem dotyczył fabrycznie zainstalowanego programu Norton Firewall/Security.
359:4,76,13,LAPTOP#CONNECTIVITY,negative,"Nie pozwalał mi się połączyć z systemem Wifi w miejscu, w którym mieszkałem."
359:5,117,16,SUPPORT,negative,Naprawa problemu wymagała 4 telefonów do działu pomocy technicznej firmy Toshiba i zaangażowania 4 różnych techników.
359:6,37,6,MOUSE,negative,Niedawno pękł mi lewy przycisk myszy!
359:7,49,7,LAPTOP#QUALITY,negative,"Mając zaledwie 2 miesiące, nie jestem zadowolony!"
359:8,15,2,LAPTOP#GENERAL,negative,Uważaj kupując.
359:9,56,8,LAPTOP#QUALITY,negative,Moim zdaniem ten egzemplarz może okazać się wybrakowany!
95:0,61,9,LAPTOP#QUALITY,negative,"Rzadko działa, a kiedy już działa, jest niewiarygodnie wolny."
95:0,61,9,LAPTOP#OPERATION_PERFORMANCE,negative,"Rzadko działa, a kiedy już działa, jest niewiarygodnie wolny."
95:1,115,23,LAPTOP#QUALITY,negative,"Musiałem go zabrać do Geek Squad, żeby go naprawili, bo 3 razy miał wirusy, a nie mam go nawet od ponad 4 miesięcy!"
95:2,48,8,LAPTOP#GENERAL,negative,"*JEŚLI SZUKASZ DOBREGO LAPTOPA, TO NIE JEST TEN!"
360:0,29,6,LAPTOP#PRICE,positive,Podoba mi się cena i obsługa.
360:0,29,6,LAPTOP#OPERATION_PERFORMANCE,positive,Podoba mi się cena i obsługa.
360:1,76,10,LAPTOP#USABILITY,negative,"Niektóre funkcje nie są przyjazne (pokrętło głośności, jakość dźwięku itp.)."
360:1,76,10,MULTIMEDIA_DEVICES,negative,"Niektóre funkcje nie są przyjazne (pokrętło głośności, jakość dźwięku itp.)."
360:2,33,7,LAPTOP#GENERAL,positive,Ale za tę cenę jest to zwycięzca.
360:2,33,7,LAPTOP#PRICE,neutral,Ale za tę cenę jest to zwycięzca.
66:0,30,4,LAPTOP#GENERAL,positive,Absolutnie kocham mojego Maca!
66:1,40,7,LAPTOP#GENERAL,positive,Nie wyobrażam sobie już bez niego życia!
384:0,134,18,LAPTOP#GENERAL,positive,"Nie miałem żadnych poważniejszych problemów z laptopem, z wyjątkiem tego, że odpadł plastikowy element zakrywający przewody portu usb."
384:0,134,18,PORTS,negative,"Nie miałem żadnych poważniejszych problemów z laptopem, z wyjątkiem tego, że odpadł plastikowy element zakrywający przewody portu usb."
384:1,63,9,PORTS,negative,"Najwyraźniej są one wadliwe, ponieważ nie są pewnie zamocowane."
384:2,87,13,LAPTOP#CONNECTIVITY,negative,"Prawie nie mogę używać żadnych urządzeń USB, ponieważ nie są one prawidłowo podłączone."
384:3,137,21,SUPPORT,negative,"Zadzwoniłem do firmy Toshiba i poproszono mnie o pozostawienie laptopa przez około dwa tygodnie, podczas gdy oni zajmą się tym problemem."
384:4,88,14,SUPPORT,negative,"Myślę, że wolałbym cierpieć z powodu czegoś, co moim zdaniem jest proste do naprawienia."
54:0,72,10,LAPTOP#GENERAL,negative,"Kupiłem tego laptopa Był to najgorszy laptop, jaki kiedykolwiek kupiłem."
54:1,65,11,LAPTOP#PRICE,negative,"Wydałem dużo pieniędzy na ten produkt, a on okazał się koszmarem."
54:1,65,11,LAPTOP#GENERAL,negative,"Wydałem dużo pieniędzy na ten produkt, a on okazał się koszmarem."
54:2,50,8,SUPPORT,negative,A kontakty z firmą były jeszcze gorszym koszmarem.
54:4,58,10,SUPPORT,negative,"Odesłali go z ogromnym pęknięciem, a on nadal nie działał."
54:5,66,13,SUPPORT,negative,"I to był czwarty raz, kiedy wysłałem go do nich, aby go naprawili."
54:6,65,12,SUPPORT,negative,"Minął rok i wciąż czekam na odpowiedź, co zrobią z moim laptopem."
54:7,116,19,COMPANY,negative,"Więc jeśli ktoś chce kupić komputer lub laptopa, powinien trzymać się z daleka od tych, które noszą nazwę TOSHIBA..."
176:0,94,15,LAPTOP#GENERAL,positive,"Oszczędzałem na ten laptop przez 3 miesiące i mogę osobiście powiedzieć, że warto było czekać."
176:1,127,19,DISPLAY,positive,"Wyświetlacz w tym komputerze jest najlepszy, jaki widziałem od bardzo dawna, bateria działa bardzo długo i jest bardzo wygodna."
176:1,127,19,BATTERY,positive,"Wyświetlacz w tym komputerze jest najlepszy, jaki widziałem od bardzo dawna, bateria działa bardzo długo i jest bardzo wygodna."
176:2,38,7,LAPTOP#PRICE,negative,"Jest trochę drogi, ale jest tego wart."
176:2,38,7,LAPTOP#GENERAL,positive,"Jest trochę drogi, ale jest tego wart."
176:4,17,2,LAPTOP#GENERAL,positive,Jest niesamowity.
59:0,103,15,HARD_DISC,negative,W pierwszym miesiącu posiadania tego komputera jego dysk twardy uległ awarii i musiał zostać wymieniony
59:1,99,13,BATTERY,negative,"Po wymianie dysku twardego przestała działać bateria (3 miesiące użytkowania), co było frustrujące."
59:2,132,19,POWER_SUPPLY,negative,"Następnie po około 4 miesiącach przestała działać ładowarka, więc byłem zmuszony kupić nowy sprzęt, aby komputer mógł dalej działać."
59:2,132,19,HARDWARE,negative,"Następnie po około 4 miesiącach przestała działać ładowarka, więc byłem zmuszony kupić nowy sprzęt, aby komputer mógł dalej działać."
59:3,138,21,LAPTOP#GENERAL,negative,"Rada dla osób, które rozważają zakup tego komputera: NIE KUPUJ go, zaoszczędź trochę więcej pieniędzy i kup komputer, który będzie trwały."
59:3,138,21,LAPTOP#QUALITY,negative,"Rada dla osób, które rozważają zakup tego komputera: NIE KUPUJ go, zaoszczędź trochę więcej pieniędzy i kup komputer, który będzie trwały."
170:0,38,6,BATTERY,positive,Bateria wystarcza na 5-6 godzin pracy.
170:2,28,6,LAPTOP#USABILITY,positive,Jest łatwy w użyciu i lekki.
170:2,28,6,LAPTOP#DESIGN_FEATURES,positive,Jest łatwy w użyciu i lekki.
170:3,28,4,LAPTOP#GENERAL,positive,Bardzo wart zapłaconej ceny.
170:3,28,4,LAPTOP#PRICE,positive,Bardzo wart zapłaconej ceny.
90:0,38,8,LAPTOP#QUALITY,negative,Ten netbook zepsuł mi się po 3 dniach.
90:1,68,10,DISPLAY,negative,"Po uruchomieniu pojawia się pusty, podświetlony ekran i to wszystko."
220:1,57,8,DISPLAY,negative,Trzy tygodnie po zakupie netbooka ekran przestał działać.
220:2,97,16,DISPLAY,negative,"Sprawdzam swój sprzęt elektroniczny, więc wiem na pewno, że był wadliwy, a nie ja go uszkodziłem."
220:3,127,20,LAPTOP#QUALITY,negative,"Ogólnie uważam, że ten netbook był słabej jakości i miał niską wydajność, chociaż w czasie pracy bateria działała bardzo długo."
220:3,127,20,LAPTOP#OPERATION_PERFORMANCE,negative,"Ogólnie uważam, że ten netbook był słabej jakości i miał niską wydajność, chociaż w czasie pracy bateria działała bardzo długo."
220:3,127,20,BATTERY,positive,"Ogólnie uważam, że ten netbook był słabej jakości i miał niską wydajność, chociaż w czasie pracy bateria działała bardzo długo."
278:0,124,18,LAPTOP#PORTABILITY,positive,"Zabrałem netbooka na wakacje i mogłem robić wszystko, co chciałem, bez konieczności noszenia ze sobą dużo cięższego laptopa."
278:0,124,18,LAPTOP#DESIGN_FEATURES,positive,"Zabrałem netbooka na wakacje i mogłem robić wszystko, co chciałem, bez konieczności noszenia ze sobą dużo cięższego laptopa."
278:0,124,18,LAPTOP#GENERAL,positive,"Zabrałem netbooka na wakacje i mogłem robić wszystko, co chciałem, bez konieczności noszenia ze sobą dużo cięższego laptopa."
159:0,41,6,DISPLAY,positive,"Obrazek jest świetny, a dźwięk doskonały."
159:0,41,6,MULTIMEDIA_DEVICES,positive,"Obrazek jest świetny, a dźwięk doskonały."
159:1,34,6,LAPTOP#GENERAL,positive,Bardzo podoba mi się ten notebook.
57:0,37,6,MOUSE,positive,Podoba mi się szklany panel dotykowy.
57:1,12,2,LAPTOP#USABILITY,positive,Łatwa nauka.
57:2,35,4,DISPLAY,positive,Również wyświetlacz jest wyjątkowy!
28:0,13,3,LAPTOP#DESIGN_FEATURES,positive,Mały i lekki.
28:1,53,8,MULTIMEDIA_DEVICES,negative,"Głośniki zbyt małe, aby mogły być naprawdę użyteczne."
28:2,45,7,KEYBOARD,positive,Klawiatura dobrej wielkości i łatwa w użyciu.
28:3,14,3,LAPTOP#GENERAL,positive,Podoba mi się!
267:0,130,19,LAPTOP#GENERAL,positive,"Doskonale spełnia moje potrzeby i jest wystarczająco lekki, aby osoba starsza mogła go nosić bez uszczerbku dla mojego artretyzmu."
267:0,130,19,LAPTOP#DESIGN_FEATURES,positive,"Doskonale spełnia moje potrzeby i jest wystarczająco lekki, aby osoba starsza mogła go nosić bez uszczerbku dla mojego artretyzmu."
267:0,130,19,LAPTOP#PORTABILITY,positive,"Doskonale spełnia moje potrzeby i jest wystarczająco lekki, aby osoba starsza mogła go nosić bez uszczerbku dla mojego artretyzmu."
132:0,55,9,LAPTOP#GENERAL,negative,"Nie muszę dodawać, że nie jestem zadowolony z produktu."
169:0,144,20,LAPTOP#QUALITY,positive,"MacBook Pro z procesorem i5, który sprawia wrażenie świetnie wykonanego i pięknie się prezentuje, jest doskonałym połączeniem ceny i wydajności."
169:0,144,20,LAPTOP#DESIGN_FEATURES,positive,"MacBook Pro z procesorem i5, który sprawia wrażenie świetnie wykonanego i pięknie się prezentuje, jest doskonałym połączeniem ceny i wydajności."
169:0,144,20,LAPTOP#PRICE,positive,"MacBook Pro z procesorem i5, który sprawia wrażenie świetnie wykonanego i pięknie się prezentuje, jest doskonałym połączeniem ceny i wydajności."
169:0,144,20,LAPTOP#OPERATION_PERFORMANCE,positive,"MacBook Pro z procesorem i5, który sprawia wrażenie świetnie wykonanego i pięknie się prezentuje, jest doskonałym połączeniem ceny i wydajności."
197:0,84,10,LAPTOP#GENERAL,positive,"Jest to zdecydowanie jedna z największych inwestycji, jakich kiedykolwiek dokonałem."
284:1,62,10,LAPTOP#GENERAL,positive,"Bardzo się cieszę, że go kupiłem, świetny netbook, niska cena."
284:1,62,10,LAPTOP#PRICE,positive,"Bardzo się cieszę, że go kupiłem, świetny netbook, niska cena."
299:0,40,6,LAPTOP#QUALITY,positive,Bardzo dobra jakość i solidne wykonanie.
299:1,57,9,LAPTOP#PORTABILITY,positive,Świetny wybór ze względu na poręczność i przystępną cenę.
299:1,57,9,LAPTOP#PRICE,positive,Świetny wybór ze względu na poręczność i przystępną cenę.
299:2,110,16,LAPTOP#DESIGN_FEATURES,positive,"Czarny model ma też bardzo ładny, bezszwowy wygląd - jeden z lepiej wyglądających notebooków, jakie widziałem."
321:0,50,6,DISPLAY,negative,Jedynym problemem jest brak rozdzielczości ekranu!
321:0,50,6,LAPTOP#GENERAL,positive,Jedynym problemem jest brak rozdzielczości ekranu!
325:0,76,8,LAPTOP#PRICE,positive,"Jeśli potrzebujesz niedrogiego, podstawowego laptopa, ten będzie odpowiedni."
325:0,76,8,LAPTOP#MISCELLANEOUS,positive,"Jeśli potrzebujesz niedrogiego, podstawowego laptopa, ten będzie odpowiedni."
325:1,51,9,LAPTOP#PORTABILITY,negative,"Nie podoba mi się waga i rozmiar, jest nieporęczny."
325:1,51,9,LAPTOP#DESIGN_FEATURES,negative,"Nie podoba mi się waga i rozmiar, jest nieporęczny."
325:2,62,9,MULTIMEDIA_DEVICES,negative,Nie podoba mi się jakość wykonania i rozmieszczenie głośników.
325:3,30,5,LAPTOP#GENERAL,neutral,"Ogólnie rzecz biorąc, jest ok."
326:0,79,11,LAPTOP#DESIGN_FEATURES,negative,"Laptop jest reklamowany jako 15-calowy, ale jego obudowa wygląda jak 17-calowa."
326:1,69,13,LAPTOP#DESIGN_FEATURES,negative,Ten laptop jest bardzo duży i prawie nie mieści się w żadnej walizce.
326:1,69,13,LAPTOP#PORTABILITY,negative,Ten laptop jest bardzo duży i prawie nie mieści się w żadnej walizce.
326:2,36,7,LAPTOP#OPERATION_PERFORMANCE,positive,Wydajność jest dobra jak na tę cenę.
326:2,36,7,LAPTOP#PRICE,neutral,Wydajność jest dobra jak na tę cenę.
326:3,76,13,LAPTOP#PORTABILITY,negative,"Jeśli nie chcesz być mobilny, jest to dobry laptop do siedzenia przy biurku."
326:3,76,13,LAPTOP#GENERAL,positive,"Jeśli nie chcesz być mobilny, jest to dobry laptop do siedzenia przy biurku."
8:0,75,11,LAPTOP#QUALITY,negative,W ciągu pierwszych 5 miesięcy od zakupu komputer był dwukrotnie naprawiany.
8:1,79,12,LAPTOP#MISCELLANEOUS,negative,"Nie jest to dobre rozwiązanie dla osoby, która codziennie korzysta z Internetu."
8:2,65,9,LAPTOP#MISCELLANEOUS,neutral,Może być lepszy dla osób sporadycznie korzystających z Internetu.
83:0,84,14,LAPTOP#GENERAL,positive,Właśnie kupiłem tego laptopa na studia i jak dotąd jestem z niego bardzo zadowolony.
83:2,32,6,LAPTOP#USABILITY,positive,Jest o wiele łatwiejszy w użyciu
81:0,89,14,KEYBOARD,positive,"Dobra klawiatura, długi czas pracy na baterii, największy dysk twardy i system Windows 7."
81:0,89,14,BATTERY,positive,"Dobra klawiatura, długi czas pracy na baterii, największy dysk twardy i system Windows 7."
81:0,89,14,HARD_DISC,positive,"Dobra klawiatura, długi czas pracy na baterii, największy dysk twardy i system Windows 7."
81:0,89,14,OS,positive,"Dobra klawiatura, długi czas pracy na baterii, największy dysk twardy i system Windows 7."
81:1,41,6,COMPANY,positive,A Toshiba jest dostawcą wysokiej jakości.
80:0,28,4,LAPTOP#GENERAL,positive,Uwielbiam ten mały komputer.
80:1,44,6,KEYBOARD,positive,Klawiatura jest cudownie naturalna w dotyku.
44:0,26,3,BATTERY,positive,Świetna żywotność baterii.
44:1,36,4,KEYBOARD,positive,Klawiatura jest rozsądnej wielkości.
44:2,73,11,DISPLAY,negative,"Mały ekran jest nieco ograniczający, ale świetnie sprawdza się w podróży."
44:2,73,11,LAPTOP#PORTABILITY,positive,"Mały ekran jest nieco ograniczający, ale świetnie sprawdza się w podróży."
44:3,52,9,POWER_SUPPLY,negative,Ładowarka wydaje się duża jak na tę klasę komputera.
200:0,67,12,LAPTOP#GENERAL,positive,"Świetny laptop za tę cenę, dobrze sprawdza się w grach action pack."
200:0,67,12,LAPTOP#PRICE,neutral,"Świetny laptop za tę cenę, dobrze sprawdza się w grach action pack."
200:0,67,12,LAPTOP#MISCELLANEOUS,positive,"Świetny laptop za tę cenę, dobrze sprawdza się w grach action pack."
200:1,146,22,KEYBOARD,negative,"Jedyną rzeczą, jaką mam, jest to, że szerokość klawiszy jest trochę ciemna, aby zobaczyć litery, pomogłoby, gdyby była trochę jaśniejsza niż jest."
200:2,47,8,LAPTOP#GENERAL,positive,ale poza tym dałbym temu produktowi 4 gwiazdki.
206:0,64,9,LAPTOP#MISCELLANEOUS,positive,Dobry do codziennej pracy z komputerem i przeglądania Internetu.
177:0,62,8,LAPTOP#MISCELLANEOUS,positive,Świetny komputer do lekkich zastosowań domowych i biznesowych.
